van postcode,tot postcode,plaats,gemeente,provincie
7585,7585,Glanebeekhoek,Losser,Overijssel
7532,7534,Glanerbrug,Enschede,Overijssel
9756,9756,Glimmen,Haren,Groningen
8628,8628,Goai√Øngea,Súdwest Fryslân,Friesland
9908,9908,Godlinze,Delfzijl,Groningen
3252,3252,Goedereede,Goedereede,Zuid-Holland
8497,8497,Goëngahuizen,Smallingerland,Friesland
4460,4465,Goes,Goes,Zeeland
3274,3274,Goidschalxoord,Binnenmaas,Zuid-Holland
4106,4106,Goilberdingen,Culemborg,Gelderland
8510,8511,Goingarijp,Skarsterlân,Friesland
5050,5053,Goirle,Goirle,Noord-Brabant
9684,9684,Goldhoorn,Oldambt,Groningen
8751,8751,Gooium,Súdwest Fryslân,Friesland
5731,5731,Goor,Geldrop-Mierlo,Noord-Brabant
5731,5731,Goor,Geldrop-Mierlo,Noord-Brabant
7470,7472,Goor,Hof van Twente,Overijssel
4200,4207,Gorinchem,Gorinchem,Zuid-Holland
5111,5111,Gorpeind,Baarle-Nassau,Noord-Brabant
8400,8401,Gorredijk,Opsterland,Friesland
7213,7213,Gorssel,Lochem,Gelderland
8166,8171,Gortel,Epe,Gelderland
2800,2809,Gouda,Gouda,Zuid-Holland
2830,2831,Gouderak,Ouderkerk,Zuid-Holland
2977,2977,Goudriaan,Graafstroom,Zuid-Holland
2821,2821,Goudseweg,Vlist,Zuid-Holland
3267,3267,Goudswaard,Korendijk,Zuid-Holland
9084,9084,Goutum,Leeuwarden,Friesland
2964,2964,Graafland,Liesveld,Zuid-Holland
4569,4569,Graauw,Hulst,Zeeland
6281,6281,Gracht,Gulpen-Wittem,Limburg
8485,8485,Gracht,Weststellingwerf,Friesland
6271,6271,Gracht Burggraaf,Gulpen-Wittem,Limburg
6121,6121,Graetheide,Sittard-Geleen,Limburg
8277,8277,Grafhorst,Kampen,Overijssel
1484,1484,Graft,Graft-De Rijp,Noord-Holland
6562,6562,Grafwegen,Groesbeek,Gelderland
7783,7783,Gramsbergen,Hardenberg,Overijssel
5985,5985,Grashoek,Peel en Maas,Limburg
5411,5411,Graspeel,Landerd,Noord-Brabant
9405,9405,Graswijk,Assen,Drenthe
4456,4456,Graszode,Borsele,Zeeland
6096,6096,Grathem,Leudal,Limburg
8822,8822,Grauwe Kat,Súdwest Fryslân,Friesland
5360,5361,Grave,Grave,Noord-Brabant
1243,1243,'s-Graveland,Wijdemeren,Noord-Holland
4861,4861,Grazen,Alphen-Chaam,Noord-Brabant
6626,6626,Greffeling,West Maas en Waal,Gelderland
6941,6941,Greffelkamp,Montferland,Gelderland
8658,8658,Greonterp,Súdwest Fryslân,Friesland
3271,3273,Greup,Binnenmaas,Zuid-Holland
3261,3261,Greup,Oud-Beijerland,Zuid-Holland
7861,7861,Grevenberg,Coevorden,Drenthe
6127,6127,Grevenbicht,Sittard-Geleen,Limburg
5766,5766,Griendtsveen,Horst aan de Maas,Limburg
4543,4543,Griete,Terneuzen,Zeeland
4364,4364,Grijpskerke,Veere,Zeeland
9965,9965,Grijssloot,De Marne,Groningen
6361,6361,Grijzegrubben,Nuth,Limburg
4503,4503,Groede,Sluis,Zeeland
3737,3737,Groenekan,De Bilt,Utrecht
7371,7371,Groenendaal,Apeldoorn,Gelderland
4587,4587,Groenendijk,Hulst,Zeeland
4909,4909,Groenendijk,Oosterhout,Noord-Brabant
2394,2394,Groenendijk,Rijnwoude,Zuid-Holland
2761,2761,Groeneweg,Zuidplas,Zuid-Holland
5735,5735,Groenewoud,Laarbeek,Noord-Brabant
5826,5826,Groeningen,Boxmeer,Noord-Brabant
6576,6576,Groenlanden,Ubbergen,Gelderland
7140,7141,Groenlo,Oost Gelre,Gelderland
5085,5085,Groenstraat,Hilvarenbeek,Noord-Brabant
1744,1744,Groenveld,Harenkarspel,Noord-Holland
6560,6562,Groesbeek,Groesbeek,Gelderland
6923,6923,Groessen,Duiven,Gelderland
1873,1873,Groet,Bergen,Noord-Holland
5986,5986,Groeze,Peel en Maas,Limburg
9444,9444,Grolloo,Aa en Hunze,Drenthe
9700,9747,Groningen,Groningen,Groningen
6247,6247,Gronsveld,Eijsden-Margraten,Limburg
7636,7636,Groot Agelo,Dinkelland,Overijssel
5752,5752,Groot Bruggen,Deurne,Noord-Brabant
7122,7122,Groot Deunk,Aalten,Gelderland
6191,6191,Groot Genhout,Beek,Limburg
6333,6333,Groot Haasdal,Nuth,Limburg
2911,2911,Groot Hitland,Zuidplas,Zuid-Holland
5081,5081,Groot Loo,Hilvarenbeek,Noord-Brabant
9961,9961,Groot Maarslag,De Marne,Groningen
9131,9131,Groot Medhuizen,Dongeradeel,Friesland
4388,4388,Groot-Abeele,Vlissingen,Zeeland
2964,2964,Groot-Ammers,Liesveld,Zuid-Holland
5111,5111,Groot-Bedaf,Baarle-Nassau,Noord-Brabant
5753,5753,Groote Bottel,Deurne,Noord-Brabant
5712,5712,Groote Hoeven,Someren,Noord-Brabant
5853,5853,Groote Horst,Bergen,Limburg
1759,1759,Groote Keeten,Zijpe,Noord-Holland
1613,1613,Grootebroek,Stede Broec,Noord-Holland
9860,9861,Grootegast,Grootegast,Groningen
7707,7707,Groot-Oever,Hardenberg,Overijssel
1843,1843,Grootschermer,Schermer,Noord-Holland
4373,4373,Groot-Valkenisse,Veere,Zeeland
6269,6269,Groot-Welsden,Eijsden-Margraten,Limburg
8405,8405,Grootwijngaarden,Opsterland,Friesland
5081,5081,Grote Voort,Hilvarenbeek,Noord-Brabant
8723,8723,Grote Wiske,Súdwest Fryslân,Friesland
5761,5761,Grotel,Gemert-Bakel,Noord-Brabant
9000,9001,Grou,Boarnsterhim,Friesland
5970,5971,Grubbenvorst,Horst aan de Maas,Limburg
6270,6271,Gulpen,Gulpen-Wittem,Limburg
5866,5866,Gun,Horst aan de Maas,Limburg
6143,6143,Guttecoven,Sittard-Geleen,Limburg
9060,9061,Gytsjerk,Tytsjerksteradiel,Friesland
9061,9061,Gytsjerksterhoeke,Tytsjerksteradiel,Friesland
4175,4175,Haaften,Neerijnen,Gelderland
5815,5815,Haag,Venray,Limburg
3971,3971,Haagje,Utrechtse Heuvelrug,Utrecht
7480,7483,Haaksbergen,Haaksbergen,Overijssel
7961,7961,Haakswold,De Wolden,Drenthe
6685,6685,Haalderen,Lingewaard,Gelderland
7957,7957,Haalweide,De Wolden,Drenthe
4328,4328,Haamstede,Schouwen-Duiveland,Zeeland
5271,5271,Haanwijk,Sint-Michielsgestel,Noord-Brabant
5076,5076,Haaren,Haaren,Noord-Brabant
7448,7448,Haarle,Hellendoorn,Overijssel
7668,7668,Haarle,Tubbergen,Overijssel
2000,2037,Haarlem,Haarlem,Noord-Holland
2065,2065,Haarlemmerliede,Haarlemmerliede en Spaarnwoude,Noord-Holland
7273,7273,Haarlo,Berkelland,Gelderland
5254,5254,Haarsteeg,Heusden,Noord-Brabant
7121,7121,Haart,Aalten,Gelderland
5835,5835,Haart,Boxmeer,Noord-Brabant
3455,3455,Haarzuilens,Utrecht,Utrecht
6333,6333,Haasdal,Nuth,Limburg
2850,2851,Haastrecht,Vlist,Zuid-Holland
6080,6081,Haelen,Leudal,Limburg
6081,6081,Haelensche Broek,Leudal,Limburg
8035,8035,Haerst,Zwolle,Overijssel
4124,4124,Hagestein,Vianen,Utrecht
5089,5089,Haghorst,Hilvarenbeek,Noord-Brabant
4708,4708,Haiink,Roosendaal,Noord-Brabant
5296,5296,Hal,Haaren,Noord-Brabant
5271,5271,Halder,Sint-Michielsgestel,Noord-Brabant
6012,6012,Haler,Leudal,Limburg
4567,4567,Halfeind,Hulst,Zeeland
5507,5507,Halfmijl,Eersel,Noord-Brabant
1165,1165,Halfweg,Haarlemmerliede en Spaarnwoude,Noord-Holland
9852,9852,Halfweg,Kollumerland en Nieuwkruisland,Friesland
2161,2191,Halfweg,Lisse,Zuid-Holland
2161,2191,Halfweg,Noordwijkerhout,Zuid-Holland
7951,7951,Halfweg,Staphorst,Overijssel
6964,6964,Hall,Brummen,Gelderland
7025,7025,Halle,Bronckhorst,Gelderland
7025,7025,Halle-Heide,Bronckhorst,Gelderland
7025,7025,Halle-Nijman,Bronckhorst,Gelderland
7004,7004,Halle-Nijman,Doetinchem,Gelderland
7683,7683,Hallerhoek,Twenterand,Overijssel
9074,9074,Hallum,Ferwerderadiel,Friesland
9074,9074,Hallumerhoeke,Ferwerderadiel,Friesland
4660,4661,Halsteren,Bergen op Zoom,Noord-Brabant
5753,5753,Halte,Deurne,Noord-Brabant
3882,3882,Halvinkhuizen,Putten,Gelderland
5446,5446,Ham,Sint Anthonis,Noord-Brabant
5469,5469,Ham,Veghel,Noord-Brabant
9693,9693,Hamdijk,Oldambt,Groningen
7951,7951,Hamingen,Staphorst,Overijssel
6611,6611,Hammelsberg,Heumen,Gelderland
9363,9363,Hamrik,Marum,Groningen
9281,9281,Hamshorn,Achtkarspelen,Friesland
5423,5423,Handel,Gemert-Bakel,Noord-Brabant
8408,8408,Haneburen,Opsterland,Friesland
5753,5753,Hanenberg,Deurne,Noord-Brabant
8166,8166,Hanendorp,Epe,Gelderland
5446,5446,Hank,Sint Anthonis,Noord-Brabant
4273,4273,Hank,Werkendam,Noord-Brabant
7447,7447,Hankate,Hellendoorn,Overijssel
4417,4417,Hansweert,Reimerswaal,Zeeland
9147,9147,Hantum,Dongeradeel,Friesland
9144,9144,Hantumerhoek,Dongeradeel,Friesland
9146,9146,Hantumeruitburen,Dongeradeel,Friesland
9144,9144,Hantumhuizen,Dongeradeel,Friesland
5527,5527,Hapert,Bladel,Noord-Brabant
5443,5443,Haps,Cuijk,Noord-Brabant
7615,7615,Harbrinkhoek,Tubbergen,Overijssel
8015,8015,Harculo,Zwolle,Overijssel
7770,7772,Hardenberg,Hardenberg,Overijssel
3840,3849,Harderwijk,Harderwijk,Gelderland
9891,9891,Hardeweer,Winsum,Groningen
3371,3373,Hardinxveld,Hardinxveld-Giessendam,Zuid-Holland
9750,9753,Haren,Haren,Groningen
5368,5368,Haren,Oss,Noord-Brabant
9751,9751,Harenermolen,Haren,Groningen
7217,7217,Harfsen,Lochem,Gelderland
8570,8571,Harich,Gaasterlân-Sleat,Friesland
5443,5443,Haring,Cuijk,Noord-Brabant
1769,1769,Haringhuizen,Hollands Kroon,Noord-Holland
9280,9281,Harkema,Achtkarspelen,Friesland
8748,8748,Harkezijl,Súdwest Fryslân,Friesland
9617,9617,Harkstede,Slochteren,Groningen
6294,6294,Harles,Vaals,Limburg
8860,8862,Harlingen,Harlingen,Friesland
3480,3481,Harmelen,Woerden,Utrecht
9541,9541,Harpel,Vlagtwedde,Groningen
7135,7135,Harreveld,Oost Gelre,Gelderland
3771,3771,Harselaar,Barneveld,Gelderland
6732,6732,Harskamp,Ede,Gelderland
9774,9774,Harssens,Winsum,Groningen
8740,8741,Hartwerd,Súdwest Fryslân,Friesland
4542,4542,Hasjesstraat,Terneuzen,Zeeland
8468,8468,Haskerdijken,Skarsterlân,Friesland
8506,8506,Haskerhorne,Skarsterlân,Friesland
3906,3906,Haspel,Utrechtse Heuvelrug,Utrecht
5941,5941,Hasselt,Venlo,Limburg
8060,8061,Hasselt,Zwartewaterland,Overijssel
5941,5941,Hasselterheide,Venlo,Limburg
4061,4061,Hattelaar,Neerijnen,Gelderland
8050,8052,Hattem,Hattem,Gelderland
8094,8094,Hattemerbroek,Oldebroek,Gelderland
8432,8432,Haule,Ooststellingwerf,Friesland
8433,8433,Haulerwijk,Ooststellingwerf,Friesland
1691,1692,Hauwert,Medemblik,Noord-Holland
5463,5463,Havelt,Veghel,Noord-Brabant
7970,7971,Havelte,Westerveld,Drenthe
7974,7974,Havelterberg,Westerveld,Drenthe
3252,3252,Havenhoofd,Goedereede,Zuid-Holland
8747,8747,Hayum,Súdwest Fryslân,Friesland
4726,4726,Hazelaar,Roosendaal,Noord-Brabant
5473,5473,Hazelberg,Bernheze,Noord-Brabant
4891,4891,Hazeldonk,Zundert,Noord-Brabant
5591,5591,Hazenhurk,Heeze-Leende,Noord-Brabant
5012,5012,Hazennest,Tilburg,Noord-Brabant
2390,2391,Hazerswoude-Dorp,Rijnwoude,Zuid-Holland
2394,2394,Hazerswoude-Rijndijk,Rijnwoude,Zuid-Holland
8566,8566,Heaburgen,Gaasterlân-Sleat,Friesland
9566,9566,Hebrecht,Vlagtwedde,Groningen
5320,5321,Hedel,Maasdriel,Gelderland
5688,5688,Hedel,Oirschot,Noord-Brabant
5256,5256,Hedikhuizen,Heusden,Noord-Brabant
8882,8882,Hee,Terschelling,Friesland
8620,8621,Heech,Súdwest Fryslân,Friesland
7251,7251,Heegherhoek,Bronckhorst,Gelderland
6301,6301,Heek,Valkenburg aan de Geul,Limburg
6097,6097,Heel,Maasgouw,Limburg
6866,6866,Heelsum,Renkum,Gelderland
7796,7796,Heemserveen,Hardenberg,Overijssel
1960,1969,Heemskerk,Heemskerk,Noord-Holland
2100,2106,Heemstede,Heemstede,Noord-Holland
4655,4681,Heensche Molen,Steenbergen,Noord-Brabant
3218,3218,Heenvliet,Bernisse,Zuid-Holland
2691,2691,Heenweg,Westland,Zuid-Holland
8180,8181,Heerde,Heerde,Gelderland
9884,9884,Heereburen,Zuidhorn,Groningen
5741,5741,Heereind,Laarbeek,Noord-Brabant
5674,5674,Heerendonk,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
8440,8448,Heerenveen,Heerenveen,Friesland
6624,6624,Heerewaarden,Maasdriel,Gelderland
1700,1704,Heerhugowaard,Heerhugowaard,Noord-Holland
2995,2995,Heerjansdam,Zwijndrecht,Zuid-Holland
4726,4726,Heerle,Roosendaal,Noord-Brabant
6400,6422,Heerlen,Heerlen,Limburg
5504,5504,Heers,Veldhoven,Noord-Brabant
4856,4856,Heerstaaien,Alphen-Chaam,Noord-Brabant
6307,6307,Heerstraat,Eijsden-Margraten,Limburg
7963,7963,Hees,De Wolden,Drenthe
5076,5076,Heesakker,Haaren,Noord-Brabant
5256,5256,Heesbeen,Heusden,Noord-Brabant
5111,5111,Heesboom,Baarle-Nassau,Noord-Brabant
5384,5384,Heesch,Bernheze,Noord-Brabant
5392,5392,Heeseind,Maasdonk,Noord-Brabant
4063,4063,Heesselt,Neerijnen,Gelderland
5473,5473,Heeswijk,Bernheze,Noord-Brabant
8110,8111,Heeten,Raalte,Overijssel
8326,8326,Heetveld,Steenwijkerland,Overijssel
5590,5591,Heeze,Heeze-Leende,Noord-Brabant
5591,5591,Heezerenbosch,Heeze-Leende,Noord-Brabant
9982,9982,Hefswal,Eemsmond,Groningen
9173,9173,Hegebeintum,Ferwerderadiel,Friesland
5963,5963,Hegelsom,Horst aan de Maas,Limburg
8171,8171,Hegge,Epe,Gelderland
6365,6365,Hegge,Schinnen,Limburg
5991,5991,Hei,Peel en Maas,Limburg
5995,5995,Hei,Peel en Maas,Limburg
6039,6039,Hei,Weert,Limburg
4126,4126,Hei en Boeicop,Zederik,Zuid-Holland
6096,6096,Heiakker,Leudal,Limburg
6089,6089,Heibloem,Leudal,Limburg
6114,6114,Heide,Echt-Susteren,Limburg
6088,6088,Heide,Leudal,Limburg
6093,6093,Heide,Leudal,Limburg
6085,6085,Heide,Leudal,Limburg
6942,6942,Heide,Montferland,Gelderland
6071,6071,Heide,Roermond,Limburg
8521,8521,Heide,Skarsterlân,Friesland
5812,5812,Heide,Venray,Limburg
9241,9241,Heidehuizen,Opsterland,Friesland
7031,7031,Heidekant,Doetinchem,Gelderland
7021,7021,Heidenhoek,Bronckhorst,Gelderland
5731,5731,Heiderschoor,Geldrop-Mierlo,Noord-Brabant
5761,5761,Heidveld,Gemert-Bakel,Noord-Brabant
5528,5528,Heieind,Bladel,Noord-Brabant
5753,5753,Heieind,Deurne,Noord-Brabant
5715,5715,Heieind,Someren,Noord-Brabant
5561,5561,Heiereind,Bergeijk,Noord-Brabant
5928,5928,Heierhoeve,Venlo,Limburg
4625,4625,Heihoefke,Bergen op Zoom,Noord-Brabant
5438,5438,Heihoek,Grave,Noord-Brabant
4709,4709,Heijbeek,Roosendaal,Noord-Brabant
6598,6598,Heijen,Gennep,Limburg
6276,6276,Heijenrath,Gulpen-Wittem,Limburg
4794,4794,Heijningen,Moerdijk,Noord-Brabant
4861,4861,Heikant,Alphen-Chaam,Noord-Brabant
5111,5111,Heikant,Baarle-Nassau,Noord-Brabant
5113,5113,Heikant,Baarle-Nassau,Noord-Brabant
5528,5528,Heikant,Bladel,Noord-Brabant
5836,5836,Heikant,Boxmeer,Noord-Brabant
5825,5825,Heikant,Boxmeer,Noord-Brabant
5836,5836,Heikant,Boxmeer,Noord-Brabant
6021,6021,Heikant,Cranendonck,Noord-Brabant
5087,5087,Heikant,Hilvarenbeek,Noord-Brabant
4566,4566,Heikant,Hulst,Zeeland
5735,5735,Heikant,Laarbeek,Noord-Brabant
6587,6587,Heikant,Mook en Middelaar,Limburg
5066,5066,Heikant,Oisterwijk,Noord-Brabant
4909,4909,Heikant,Oosterhout,Noord-Brabant
5096,5096,Heikant,Reusel-De Mierden,Noord-Brabant
5841,5841,Heikant,Sint Anthonis,Noord-Brabant
5712,5712,Heikant,Someren,Noord-Brabant
5056,5056,Heikant,Tilburg,Noord-Brabant
5032,5032,Heikant,Tilburg,Noord-Brabant
5408,5408,Heikant,Uden,Noord-Brabant
5581,5581,Heikant,Waalre,Noord-Brabant
5258,5258,Heikantse Hoeve,Sint-Michielsgestel,Noord-Brabant
5066,5066,Heiligeboom,Oisterwijk,Noord-Brabant
9677,9677,Heiligerlee,Oldambt,Groningen
4524,4524,Heille,Sluis,Zeeland
1850,1852,Heiloo,Heiloo,Noord-Holland
4625,4625,Heimolen,Bergen op Zoom,Noord-Brabant
5753,5753,Heimolen,Deurne,Noord-Brabant
9354,9354,Heineburen,Leek,Groningen
3274,3274,Heinenoord,Binnenmaas,Zuid-Holland
4450,4451,Heinkenszand,Borsele,Zeeland
8140,8141,Heino,Raalte,Overijssel
6015,6015,Heioord,Leudal,Limburg
5961,5961,Hei-Oostenrijk,Horst aan de Maas,Limburg
5473,5473,Heische Wal,Bernheze,Noord-Brabant
6155,6155,Heisterbrug,Schinnen,Limburg
5657,5657,Heistraat,Eindhoven,Noord-Brabant
4909,4909,Heistraat,Oosterhout,Noord-Brabant
5758,5758,Heitrak,Deurne,Noord-Brabant
6603,6603,Heiveld,Wijchen,Gelderland
3209,3209,Hekelingen,Spijkenisse,Zuid-Holland
3467,3467,Hekendorp,Oudewater,Utrecht
9774,9774,Hekkum,Winsum,Groningen
5835,5835,Helbroek,Boxmeer,Noord-Brabant
5988,5988,Helden,Peel en Maas,Limburg
5768,5768,Heldensedijk,Peel en Maas,Limburg
5759,5759,Helenaveen,Deurne,Noord-Brabant
6923,6923,Helhoek,Duiven,Gelderland
3235,3235,Helhoek,Westvoorne,Zuid-Holland
7451,7451,Helhuizen,Rijssen-Holten,Overijssel
4927,4927,Helkant,Drimmelen,Noord-Brabant
3882,3882,Hell,Putten,Gelderland
6281,6281,Helle,Gulpen-Wittem,Limburg
6361,6361,Helle,Nuth,Limburg
6363,6363,Hellebroek,Nuth,Limburg
4891,4891,Hellegat,Zundert,Noord-Brabant
7447,7447,Hellendoorn,Hellendoorn,Overijssel
5531,5531,Helleneind,Bladel,Noord-Brabant
3220,3225,Hellevoetsluis,Hellevoetsluis,Zuid-Holland
5861,5861,Helling,Venray,Limburg
4174,4174,Hellouw,Neerijnen,Gelderland
9627,9627,Hellum,Slochteren,Groningen
5700,5709,Helmond,Helmond,Noord-Brabant
5268,5268,Helvoirt,Haaren,Noord-Brabant
9998,9998,Helwerd,Eemsmond,Groningen
4797,4797,Helwijk,Moerdijk,Noord-Brabant
1607,1607,Hem,Drechterland,Noord-Holland
9794,9794,Hemert,Ten Boer,Groningen
8742,8742,Hemert,Súdwest Fryslân,Friesland
6672,6672,Hemmen,Overbetuwe,Gelderland
9086,9086,Hempens,Leeuwarden,Friesland
8409,8409,Hemrik,Opsterland,Friesland
8409,8409,Hemrikerverlaat,Opsterland,Friesland
3340,3344,Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,Zuid-Holland
5851,5851,Hengeland,Bergen,Limburg
7255,7255,Hengelo,Bronckhorst,Gelderland
7550,7559,Hengelo,Hengelo,Overijssel
7496,7496,Hengevelde,Hof van Twente,Overijssel
8121,8121,Hengforden,Olst-Wijhe,Overijssel
4585,4585,Hengstdijk,Hulst,Zeeland
5406,5406,Hengstheuvel,Uden,Noord-Brabant
1710,1711,Hensbroek,Hollands Kroon,Noord-Holland
8807,8807,Herbaijum,Franekeradeel,Friesland
8026,8026,Herfte,Zwolle,Overijssel
7475,7475,Herike,Hof van Twente,Overijssel
6075,6075,Herkenbosch,Roerdalen,Limburg
6265,6265,Herkenrade,Eijsden-Margraten,Limburg
3249,3249,Herkingen,Dirksland,Zuid-Holland
5481,5481,Hermalen,Schijndel,Noord-Brabant
6616,6616,Hernen,Wijchen,Gelderland
5373,5373,Herpen,Oss,Noord-Brabant
5256,5256,Herpt,Heusden,Noord-Brabant
5715,5715,Hersel,Someren,Noord-Brabant
5258,5258,Hersend,Sint-Michielsgestel,Noord-Brabant
5991,5991,Hert,Peel en Maas,Limburg
6049,6049,Herten,Roermond,Limburg
7626,7626,Hertme,Borne,Overijssel
6674,6674,Herveld,Overbetuwe,Gelderland
6674,6674,Herveld-Noord,Overbetuwe,Gelderland
6674,6674,Herveld-Zuid,Overbetuwe,Gelderland
6914,6914,Herwen,Rijnwaarden,Gelderland
4170,4171,Herwijnen,Lingewaal,Gelderland
8131,8131,Herxen,Olst-Wijhe,Overijssel
9023,9023,Hesens,Littenseradiel,Friesland
4911,4911,Hespelaar,Oosterhout,Noord-Brabant
7722,7722,Hessum,Dalfsen,Overijssel
2821,2821,Het Beijersche,Vlist,Zuid-Holland
5531,5531,Het Bosch,Bladel,Noord-Brabant
7031,7031,Het Broek,Doetinchem,Gelderland
5731,5731,Het Broek,Geldrop-Mierlo,Noord-Brabant
5111,5111,Het Goordonk,Baarle-Nassau,Noord-Brabant
5512,5512,Het Heike,Eersel,Noord-Brabant
4715,4715,Het Hoekske,Rucphen,Noord-Brabant
4374,4374,Het Kustlicht,Veere,Zeeland
5735,5735,Het Laar,Laarbeek,Noord-Brabant
7641,7641,Het Loo,Wierden,Overijssel
7986,7986,Het Moer,Westerveld,Drenthe
4714,4714,Het Oosteind,Rucphen,Noord-Brabant
4451,4451,Het Oudeland,Borsele,Zeeland
4691,4691,Het Oudeland,Tholen,Zeeland
9781,9781,Het Reidland,Bedum,Groningen
5131,5131,Het Sas,Alphen-Chaam,Noord-Brabant
7973,7973,Het Schier,Westerveld,Drenthe
7595,7595,Het Stift,Dinkelland,Overijssel
9636,9636,Het Veen ,Menterwolde,Groningen
9636,9636,'t Veen ,Menterwolde,Groningen
9636,9636,Het Veen,Menterwolde,Groningen
9636,9636,'t Veen,Menterwolde,Groningen
6051,6051,Het Vonderen,Maasgouw,Limburg
5941,5941,Het Vorst,Venlo,Limburg
5941,5941,Vorst,Venlo,Limburg
1674,1674,Het Westeinde,Medemblik,Noord-Holland
5398,5398,Het Wild,Oss,Noord-Brabant
6666,6666,Heteren,Overbetuwe,Gelderland
6085,6085,Heugde,Leudal,Limburg
5851,5851,Heukelom,Bergen,Limburg
5059,5059,Heukelom,Oisterwijk,Noord-Brabant
4160,4161,Heukelum,Lingewaal,Gelderland
5283,5283,Heult,Boxtel,Noord-Brabant
6582,6582,Heumen,Heumen,Gelderland
7271,7271,Heure,Berkelland,Gelderland
7125,7125,Heurne,Aalten,Gelderland
7261,7261,Heurne,Berkelland,Gelderland
5725,5725,Heusden,Asten,Noord-Brabant
5256,5256,Heusden,Heusden,Noord-Brabant
5528,5528,Heuvel,Bladel,Noord-Brabant
5556,5556,Heuvel,Valkenswaard,Noord-Brabant
5463,5463,Heuvel,Veghel,Noord-Brabant
5469,5469,Heuvelberg,Veghel,Noord-Brabant
5066,5066,Heuvelstraat,Oisterwijk,Noord-Brabant
5056,5056,Heuveltje,Tilburg,Noord-Brabant
6869,6869,Heveadorp,Renkum,Gelderland
7441,7441,Hexel,Hellendoorn,Overijssel
6093,6093,Heythuysen,Leudal,Limburg
5298,5298,Hezelaar,Boxtel,Noord-Brabant
5271,5271,Hezelaar,Sint-Michielsgestel,Noord-Brabant
7662,7662,Hezingen,Tubbergen,Overijssel
9148,9148,Hiaure,Dongeradeel,Friesland
8743,8743,Hichtum,Súdwest Fryslân,Friesland
8737,8737,Hidaard,Littenseradiel,Friesland
6669,6669,Hien,Neder-Betuwe,Gelderland
3849,3849,Hierden,Harderwijk,Gelderland
8762,8762,Hieslum,Súdwest Fryslân,Friesland
9415,9415,Hijken,Midden-Drenthe,Drenthe
9422,9422,Hijkersmilde,Midden-Drenthe,Drenthe
9054,9054,Hijum,Leeuwarderadeel,Friesland
9027,9027,Hilaard,Littenseradiel,Friesland
5761,5761,Hilakker,Gemert-Bakel,Noord-Brabant
5066,5066,Hild,Oisterwijk,Noord-Brabant
4269,4269,Hill,Aalburg,Noord-Brabant
2180,2182,Hillegom,Hillegom,Zuid-Holland
6281,6281,Hilleshagen,Gulpen-Wittem,Limburg
5080,5081,Hilvarenbeek,Hilvarenbeek,Noord-Brabant
1200,1223,Hilversum,Hilversum,Noord-Holland
1218,1218,Hilversumse Meent,Hilversum,Noord-Holland
8584,8584,Himmelum,Súdwest Fryslân,Friesland
6101,6101,Hingen,Echt-Susteren,Limburg
8844,8844,Hinnaard,Littenseradiel,Friesland
5246,5246,Hintham,'s-Hertogenbosch,Noord-Brabant
1777,1777,Hippolytushoef,Hollands Kroon,Noord-Holland
3284,3284,Hitsertse Kade,Korendijk,Zuid-Holland
8805,8805,Hitzum,Franekeradeel,Friesland
5465,5465,Hoogebiezen,Veghel,Noord-Brabant
6176,6176,Hobbelrade,Beek,Limburg
9661,9661,H√∂chte,Stadskanaal,Groningen
2636,2636,Hodenpijl,Midden-Delfland,Zuid-Holland
4433,4433,Hoedekenskerke,Borsele,Zeeland
3882,3882,Hoef,Putten,Gelderland
5411,5411,Hoefkens,Landerd,Noord-Brabant
6645,6645,Hoek,Beuningen,Gelderland
9086,9086,Hoek,Leeuwarden,Friesland
6088,6088,Hoek,Leudal,Limburg
5275,5275,Hoek,Sint-Michielsgestel,Noord-Brabant
4542,4542,Hoek,Terneuzen,Zeeland
5556,5556,Hoek,Valkenswaard,Noord-Brabant
5469,5469,Hoek,Veghel,Noord-Brabant
4543,4543,Hoek van de Dijk,Terneuzen,Zeeland
3150,3151,Hoek van Holland,Rotterdam,Zuid-Holland
5511,5511,Hoekdries,Eersel,Noord-Brabant
4254,4254,Hoekeinde,Werkendam,Noord-Brabant
6721,6721,Hoekelum,Ede,Gelderland
8737,8737,Hoekens,Littenseradiel,Friesland
9843,9843,Hoekje,Zuidhorn,Groningen
4782,4782,Hoekske,Moerdijk,Noord-Brabant
9918,9918,Hoeksmeer,Loppersum,Groningen
7350,7352,Hoenderloo,Apeldoorn,Gelderland
7350,7352,Hoenderloo,Ede,Gelderland
6430,6433,Hoensbroek,Heerlen,Limburg
5333,5333,Hoenzadriel,Maasdriel,Gelderland
9663,9663,Hoetmansmeer,Pekela,Groningen
6176,6176,Hoeve,Beek,Limburg
6644,6644,Hoeve,Beuningen,Gelderland
6686,6686,Hoeve,Lingewaard,Gelderland
5556,5556,Hoeve,Valkenswaard,Noord-Brabant
3870,3871,Hoevelaken,Nijkerk,Gelderland
5763,5763,Hoeven,Gemert-Bakel,Noord-Brabant
4740,4741,Hoeven,Halderberge,Noord-Brabant
6035,6035,Hoeven,Nederweert,Limburg
5446,5446,Hoeven,Sint Anthonis,Noord-Brabant
5482,5482,Hoeves,Schijndel,Noord-Brabant
4725,4725,Hoevestein,Roosendaal,Noord-Brabant
